resolvedTraitName;resolvedName;datasetId
LeafArea;1;https://opentraits.org/datasets/brot
LeafDivision;1;https://opentraits.org/datasets/brot
Spinescence;1;https://opentraits.org/datasets/brot
RootDepth;1;https://opentraits.org/datasets/brot
NutritionalRelat;1;https://opentraits.org/datasets/brot
ChemCues;1;https://opentraits.org/datasets/brot
OtherCues;1;https://opentraits.org/datasets/brot
LeafShape;1;https://opentraits.org/datasets/brot
BudSource;1;https://opentraits.org/datasets/brot
LeafPhenology;1;https://opentraits.org/datasets/brot
Lifespan;1;https://opentraits.org/datasets/brot
MatResp;1;https://opentraits.org/datasets/brot
SLA;1;https://opentraits.org/datasets/brot
StemDensity;1;https://opentraits.org/datasets/brot
RespClip;1;https://opentraits.org/datasets/brot
SeedShape;1;https://opentraits.org/datasets/brot
FruitMass;1;https://opentraits.org/datasets/brot
LeafLifespan;1;https://opentraits.org/datasets/brot
LNCm;1;https://opentraits.org/datasets/brot
LDMC;1;https://opentraits.org/datasets/brot
SeedProd;1;https://opentraits.org/datasets/brot
FireStimFlower;1;https://opentraits.org/datasets/brot
CFFuel;1;https://opentraits.org/datasets/brot
DeadFuel;1;https://opentraits.org/datasets/brot
MatSap;1;https://opentraits.org/datasets/brot
BarkThick;1;https://opentraits.org/datasets/brot
P50;1;https://opentraits.org/datasets/brot
SeedlSurv;1;https://opentraits.org/datasets/brot
SRR;1;https://opentraits.org/datasets/brot
d13C;1;https://opentraits.org/datasets/brot
RespDist;1;https://opentraits.org/datasets/brot
CanopySeedBank;1;https://opentraits.org/datasets/brot
SerotinyLevel;1;https://opentraits.org/datasets/brot
diameter;1;https://opentraits.org/datasets/catching-crabs
legs;1;https://opentraits.org/datasets/catching-crabs
pincers;1;https://opentraits.org/datasets/catching-crabs
sex;1;https://opentraits.org/datasets/catching-crabs
FemurLength;1;https://opentraits.org/datasets/columbian-anurans
FootLength;1;https://opentraits.org/datasets/columbian-anurans
FootWebbing;1;https://opentraits.org/datasets/columbian-anurans
ForearmLength;1;https://opentraits.org/datasets/columbian-anurans
HeadWidth;1;https://opentraits.org/datasets/columbian-anurans
MouthWidth;1;https://opentraits.org/datasets/columbian-anurans
Sex;1;https://opentraits.org/datasets/columbian-anurans
SnoutVentLength;1;https://opentraits.org/datasets/columbian-anurans
TibiaLength;1;https://opentraits.org/datasets/columbian-anurans
matrix population models;1;https://opentraits.org/datasets/compadre
Red.list.classification..2010.;1;https://opentraits.org/datasets/jeppsson-2014
log.trend.;1;https://opentraits.org/datasets/jeppsson-2014
Adult.activity.period..days.;1;https://opentraits.org/datasets/jeppsson-2014
Body.size..mm.;1;https://opentraits.org/datasets/jeppsson-2014
Generation.time..years.;1;https://opentraits.org/datasets/jeppsson-2014
Larval.host.plants..nr..;1;https://opentraits.org/datasets/jeppsson-2014
Overwintering.stage..adult.larvae.;1;https://opentraits.org/datasets/jeppsson-2014
Length;1;https://opentraits.org/datasets/passerine-morphology
Wing;1;https://opentraits.org/datasets/passerine-morphology
Tail;1;https://opentraits.org/datasets/passerine-morphology
Tarsus;1;https://opentraits.org/datasets/passerine-morphology
Toe;1;https://opentraits.org/datasets/passerine-morphology
Bill.L;1;https://opentraits.org/datasets/passerine-morphology
Bill.W;1;https://opentraits.org/datasets/passerine-morphology
Bill.D;1;https://opentraits.org/datasets/passerine-morphology
HN;1;https://opentraits.org/datasets/passerine-morphology
NI;1;https://opentraits.org/datasets/passerine-morphology
HP;1;https://opentraits.org/datasets/passerine-morphology
EI;1;https://opentraits.org/datasets/passerine-morphology
OI;1;https://opentraits.org/datasets/passerine-morphology
AU;1;https://opentraits.org/datasets/passerine-morphology
AZ;1;https://opentraits.org/datasets/passerine-morphology
AI;1;https://opentraits.org/datasets/passerine-morphology
Live.body.mass..mg.;1;https://opentraits.org/datasets/sohlstrom-2018
Body.length..mm.;1;https://opentraits.org/datasets/sohlstrom-2018
Body.width..mm.;1;https://opentraits.org/datasets/sohlstrom-2018
